공고번호,회사명,공고제목,지역,경력,기술스택/분야
53965580,(주)진인프라,[중견IT기업] 2026년 상반기 신입 및 경력 직원 공개 채용,서울 송파구,신입·경력,품질관리 / 백엔드/서버개발 / 데이터엔지니어
54061412,오스템임플란트(주),"영업/마케팅, IT/SW, 연구/개발, 경영지원, 생산물류 분야 채용",서울 강서구,신입·경력,회계 / 회계결산 / 기업회계
54105419,(주)제이와이피엔터테인먼트,JYP엔터테인먼트 IT LAB 집중 채용,서울 강동구,경력,딥러닝 / AI(인공지능) / 백엔드/서버개발
54119512,중소기업중앙회,각 분야 경력사원 채용 (자산운용/IT전문가),서울 영등포구,경력,아키텍쳐 / AI(인공지능) / 데이터분석가
54088303,(주)에이치엘클레무브,'26 신입/경력 채용 (R&D(전문연구요원 포함)/품질/IT/시설안전),경기 성남시 수정구,신입·경력,품질보증 / 자율주행 / 유틸리티관리
54110597,(주)더블유쇼핑,[W-Shopping] 홈쇼핑MD/E-커머스/품질보증/IT 부문 채용,서울 서초구,경력,사업기획 / QA / 정보보안
54001824,(주)언일전자,[글램팜] 전산팀 - IT담당자 채용,경기 남양주시,신입·경력,보안컨설팅 / 네트워크 / 인프라
54001323,퍼스트해빗(주),IT 경영지원,서울 강남구,신입·경력,전화응대 / 서류관리 / Excel
54040762,(주)한국에바라정밀기계,경영지원실 IT팀 신입 채용,경기 화성시,신입,정보보안 / 보안컨설팅 / 보안관제
54028415,(주)복산나이스,복산나이스 IT 팀 채용 공고,서울 송파구,경력 2~20년,정보보안 / 보안컨설팅 / 기술지원
54041794,(주)모나미,모나미 IT운영팀 인프라 담당 채용,경기 용인시 수지구,경력 5~9년,보안컨설팅 / 보안관제 / 네트워크
53966559,(주)이지홀딩스,IT 시스템관리 신입/경력 채용,경기 용인시 처인구,신입·경력,보안컨설팅 / 보안관제 / 네트워크
54118443,(주)코리아인,[판교/중견IT기업] 임원비서 모집(신입 인재 모집),경기 성남시 분당구,경력무관,사무보조 / 문서작성 / 자료입력
54023897,(주)케이에스엠,[KSM그룹] 기획·IT·생산관리·품질 부문 신입/경력직 채용,경기 김포시,경력무관,알고리즘 / 아키텍쳐 / 생산관리
54039825,그랜드코리아레저(주),일반전형_[IT기획개발],서울 강남구,신입,정보보안 / 보안컨설팅 / 정보통신
54086213,(주)강원랜드,2026년 1차 신입직 채용 공고(IT(정보보안)),강원 정선군,신입,보안관제 / 방화벽 / SE(시스템엔지니어)
54103341,(주)삼천리,2026년 삼천리 IT부문 경력사원 모집,서울 영등포구,경력 3~6년,ERP / 에너지
54124477,한국자산평가(주),"[시너지, 컨설팅, IT] 경력 및 신입(인턴) 채용 공고",서울 종로구,경력무관,텔러 / 금융사무 / 채권관리 / DBMS
54109988,(주)상상인저축은행,상상인저축은행  IT개발자 신입사원 신규채용,경기 성남시 분당구,신입,제2금융권 / 저축은행 / 저축은행
53917938,(주)태웅로직스,IT개발팀 신입/경력 채용,서울 서초구,신입·경력,C++ / 백엔드/서버개발 / 정보보안
53886053,디에이치라이팅 2공장,디에이치라이팅 국내영업팀 / IT팀 / 인사팀 팀원 모집,인천 서구,경력무관,연구원 / H/W / 거래처관리
53867500,(주)사람인에이치에스,[전환가능성/커리어확장] 다우기술 IT시스템 기술지원 채용,경기 성남시 분당구,경력무관,CISO / 백엔드/서버개발 / 데이터엔지니어
54049606,(주)사람인에이치에스,[충정로역/중견기업] IT헬프데스크 담당자 채용,서울 서대문구,경력무관,정보보안 / 보안컨설팅 / 보안관제
54044949,(주)데이타솔루션,[중견기업/IT계열] 데이타솔루션 재경팀 채용(신입/경력),서울 강남구,신입·경력,재무회계 / 회계결산 / 기업회계
54055643,협운해운(주),협운그룹 경영지원팀 전산/IT 담당 채용,서울 종로구,경력무관,문서작성 / 자산관리 / 전산총무
54074025,센서텍(주),IT인프라 경력직 모집,서울 강서구,경력10년↑,데이터분석가 / C++ / 백엔드/서버개발
54120053,(주)사람인에이치에스,[전환가능성/커리어확장] 다우기술 IT품질관리 엔지니어 채용,경기 성남시 분당구,경력무관,데이터분석가 / 데이터엔지니어 / IT컨설팅
53968678,(주)어댑트,IT/GA 담당자,서울 강남구,경력,보안관제 / 네트워크 / 인프라
54016722,(주)에스테이트,[일경험]인턴형 참여자 모집 (경영사무/마케팅/IT개발/인사/사서),서울 강남구,경력무관,AI(인공지능) / Python / 백엔드/서버개발
53947368,엔큐리티(주),"[IT정보보안/사세확장] 부문별 채용 (네트워크보안,총무,인사)",경기 성남시 분당구,경력,CISO / 퍼블리시티 / Python
54109202,엔비에이치캐피탈(주),[NBH캐피탈] IT 전산 담당자 경력 채용,서울 종로구,경력3년↑,캐피탈
54106463,(주)이에스티소프트,[(주)이에스티소프트] IT 분야별 신입/경력 채용,서울 영등포구,경력무관,웹개발 / Java / 프론트엔드
54121565,필즈엔지니어링,필즈엔지니어링 IT 정규직 채용(신입),서울 금천구,신입,S/W / 플랜트설비 / H/W
54122081,(주)아이웍스,"[(주)아이웍스 서울] IT 인프라 시스템 엔지니어 신입,경력 채용",서울 영등포구,신입·경력,유지보수 / Linux / H/W
53806559,(주)아크로퓨처,2026년 IT개발부문 경력 직원 채용,서울 강남구,경력3년↑,AI(인공지능) / Python / 빅데이터
54106687,에스앤에스아이앤씨(주),S&S 코퍼레이션(주) IT서비스팀 채용 모집(경력),서울 종로구,신입·경력,C# / ERP / MES
53849323,헥사곤지엠아이(주),"[국비지원] 베트남, 일본취업(공학/IT/지상직) 연수생 모집",서울 강남구,경력무관,생산관리 / 품질관리 / 기계설계
54003693,(주)포르텍,IT 솔루션 영업사원 채용,서울 영등포구,신입·경력,솔루션기술영업 / 기술영업 / 영업직
54116699,(주)휴맥스,[휴맥스그룹] 휴맥스IT SAP ERP 모듈 담당자,경기 성남시 분당구,신입·경력,ERP / SI·시스템통합 / ERP / 소프트웨어개발
54078614,(주)닉컴퍼니,(주)닉컴퍼니와 함께할 금융IT SI 개발자를 찾고 있어요,서울 강서구,경력무관,앱개발 / 웹개발 / Java
54003963,(주)미투유코리아,[웹개발] IT 신입/경력 개발자 채용,서울 강서구,경력무관,PostgreSQL / Java / NoSQL
54000541,크럭스데이타(주),금융IT 솔루션 풀스택 개발자 채용,서울 강남구,경력무관,SI·시스템통합
54088139,경북대학교,2026년도 IT대학 계약직원 채용 공고,대구 북구,경력무관,교육행정 / 사무행정 / 대학교
53697728,마준소프트(주),IT 웹/AI/서버 프로그래머 개발자 모집(신입/경력),경기 용인시,신입·경력,정보보안 / 네트워크 / C언어
54111669,동덕여자대학교,2026년 동덕여자대학교 신규 행정직원(IT분야) 모집,서울 성북구,신입·경력,유지보수 / 앱개발 / 웹개발
54085359,코드아이디어(주),[IT] 해내는 개발자 채용,서울 강서구,경력무관,웹개발 / Linux / 프론트엔드
53964251,Kim & Chang (김앤장 법률사무소),"[김.장 법률사무소] IT 부문(개발, IT 운영, IT 지원, 정보보안)",서울 종로구,경력무관,네트워크 / 인프라 / S/W
54025760,(주)디벨로켓에듀,[부산] IT 교육운영 PM 팀장/리드급 채용(신입),부산 남구,신입,교육컨설턴트 / 교육콘텐츠개발 / 교육콘텐츠기획
54101890,세피스,IT기업 경영지원팀 직원 모집,서울 금천구,경력2년↑,계산서발행 / 경영지원 / 급여(Payroll) / SI·시스템통합 / ERP
54116442,삼보에이앤티(주),[중견] 삼보에이앤티(주)  IT Part 신입/경력 채용,충북 괴산군,신입·경력,유지보수 / ERP / Windows
54056638,엘비유세스(주),[인덕원역/PC유지보수] 농협IT 원격지원센터,경기 의왕시,경력무관,기술지원 / 유지보수 / H/W
54126018,쿠팡(주),IT Operations Engineer (인천 물류센터),인천 서구,경력12년↑,네트워크 / 인프라 / SE(시스템엔지니어)
54116653,(주)파라다이스세가사미,Paradise City_2026 3분기 수시 채용(IT),인천 중구,경력3년↑,Java / JSP / 호텔
53806303,(주)도루코,정보보안 및 IT 인프라 담당자 경력사원 상시채용,서울 강남구,경력 4~6년,네트워크 / 인프라 / 정보통신
54090262,(주)수산인더스트리,[수산인더스트리] 본사 IT 개발자 모집 (경력 2~6년차),서울 강남구,경력 2~6년,기술지원 / 유지보수 / 앱개발
53922983,머크(주),"[머크코리아] IT Project Delivery Manager (+5년, 제조업 기반)",대전 유성구,경력5년↑,PM(프로젝트매니저) / PL(프로젝트리더) / 취약점진단
53945154,(주)하이텍팜,2026년 (주)하이텍팜  Data Integrity 및 IT System 담당자 채용,충북 충주시,경력무관,기술지원 / 유지보수 / 의약·제약
53989252,포레시아코리아(주),[포레시아] 경북 영천공장 IT전산담당자 주니어 채용,경북 영천시,경력 1~5년,보안컨설팅 / 기술지원 / 유지보수
54009023,(주)알멕,사내 IT 시스템 운영 및 AI 업무자동화 담당자 채용,경남 창원시,경력3년↑,S/W / 개발PM / ERP
53967915,두나무(주),[두나무] IT보안 헬프데스크 담당자,서울 강남구,경력,보안
54108076,한국과학기술원,KAIST IT-AI융합 연구소 위촉연구원 모집,대전 유성구,경력무관,반도체 / 대학교
53999175,(주)컬리,시니어 오피스 IT 자산 운영 담당자,서울 강남구,경력10년↑,판매
53942016,한국단자공업(주),DX/IT분야 경력직 모집,인천 연수구,경력3년↑,백엔드/서버개발 / IT컨설팅 / 정보보안
53980114,(주)이수페타시스,(주) 이수페타시스 경력직 채용(IT),대구 달성군,경력5년↑,ER(노무관리) / HR컨설팅 / HRD / HRM / 인사
54027525,호리바에스텍코리아(주),일본계기업 IT/총무 경력직 채용,경기 용인시 수지구,경력 3~5년,인프라 / 총무 / 경영지원
54029666,엘티씨에이엠(주),전산(IT) 담당자 채용,경기 평택시,경력10년↑,반도체 / LCD / TFT
54107286,(주)영일프레시젼,[반도체/독산역]IT팀 시스템 개발/개선 기획(경력 3년 이상),서울 금천구,경력 3~10년,솔루션 / 인프라 / SE(시스템엔지니어)
53885661,(주)휴먼코아,"[연3,400-4,700+ l 복지多] IT 중견기업 임원 비서 채용",경기 성남시 분당구,경력3년↑,사무직 / 사무보조 / 문서작성
54060027,(주)티오에스코리아,[송도/중견기업/제조IT] 사내 시스템 운영 및 보안 관리 채용,인천 연수구,경력3년↑,IT컨설팅 / 솔루션 / 정보보안
54072325,한국타이어앤테크놀로지(주),IT 정보보안 기획 채용,경기 성남시 분당구,경력3년↑,보안관제 / 네트워크 / 인프라
54111841,(주)클로봇,IT 인프라 관리,경기 성남시,경력 1~15년,SE(시스템엔지니어) / DevOps / 소프트웨어개발
53954591,(주)그레이스,[운영관리부] ERP/ 전산/ IT (경력직),서울 강남구,경력7년↓,ERP / SAP / 전산회계 / ERP
54104094,(주)맨파워그룹코리아,[역삼역/급여협의] 외국계기업 IT Support,서울 강남구,경력1년↑,솔루션 / 정보보안 / 네트워크
54029442,(주)프로티나,IT팀장 및 PR팀원 모집,서울 구로구,경력5년↑,정보보안 / 인프라 / 클라우드
54091464,(주)케이티아이에스,[김포] 대형유통회사 IT 인프라 운영 담당 채용,경기 김포시,경력무관,데이터엔지니어 / IT컨설팅 / 솔루션
53891290,(주)메가젠임플란트,휴머노이드 로봇 제어 SW 개발/IT 서비스 기획 담당자 채용,대구 달성군,경력2년↑,C++ / 데이터엔지니어 / 기획
54090780,(주)진인프라,[중견IT기업] 공공기관 네트워크 관제 엔지니어 채용 (부산),부산 동구,신입·경력,네트워크 / 인프라 / 방화벽
53706098,(주)무등기업,전산(IT)팀원 채용 공고 - 전산/보안관리,광주 광산구,신입·경력,보안관제 / 취약점진단 / 모의해킹
54060629,(주)팍트라인터내셔널,"[팍트라인터내셔널 IT법인] 물류개발자 - vue3, springboot",서울 강남구,경력3년↑,웹개발 / Java / 프론트엔드
54090817,(주)이동의즐거움,IT 기술기획/전략기획 팀장급 채용,서울 중구,경력 10~20년,IT컨설팅 / 클라우드 / 기술지원
54107140,(주)삼광,(주)삼광 Global IT팀 AI 개발 / 운영,경북 경산시,경력5년↑,딥러닝 / AI(인공지능) / 데이터분석가
54107121,(주)삼광,(주)삼광 Global IT팀 AI 기획 / 전략,경북 경산시,경력5년↑,데이터분석가 / 백엔드/서버개발 / 데이터엔지니어
54116721,(주)이동의즐거움,IT 기술기획  PA 경력직 채용,서울 중구,경력 10~15년,IT컨설팅 / 데이터분석 / 클라우드
54120471,현대오토에버(주),[SDx] IT PM - Robot Orchestration Platform 구축,서울 강남구,경력5년↑,Java
53934356,(주)큐에이드,(경력/신입) SAP ERP 운영 · IT 서비스 정규직 채용-수습3개월,경기 화성시,신입·경력,개발PM / SAP / ITGC
54055787,(주)연합인포맥스,IT/AI부문(전문연구요원 포함)신입,서울 종로구,신입,AI(인공지능) / 언론사
54061766,(주)레이어,[LAYER] IT인프라 전산&네트워크 담당자 채용 (경력 4년 이상),서울 강남구,경력4년↑,취약점진단 / 인프라 / S/W
54106305,(주)숲,Enterprise IT Lead,경기 성남시 분당구,경력8년↑,아키텍쳐 / Python / 솔루션
54122505,(주)엘에스씨푸드,"(주)엘에스씨푸드 총무(일반 총무, 전산, IT 등) 담당자 채용",서울 노원구,경력 5~15년,총무 / 음식료 / 식품·푸드 / 출장요리 / 케이터링
54132227,엘에스이(주),2026년 엘에스이(주) IT혁신팀 채용,경기 안성시,신입·경력,보안관제 / 취약점진단 / AWS
54003466,이니스트에스티(주),이니스트에스티(주) IT팀(신입),경기 용인시 기흥구,신입,의약·제약 / 바이오
54058756,(주)폼웍스,[폼웍스 양산지점] 경영지원본부 IT팀 정규직 직원 채용,경남 양산시,경력무관,웹개발 / 정보통신 / 화학
54093568,(주)메디톡스,IT 인프라 경력사원 채용,충북 청주시 흥덕구,경력3년↑,클라우드 / 방화벽 / 운영관리
54056337,(주)동진테크윈,IT지원팀 경력 팀원 모집,경남 창원시,경력3년↑,S/W / 유지보수 / H/W
54084748,한화라이프랩(주),[한화라이프랩] IT기획 및 운영 관리자,서울 중구,경력5년↑,보안관제 / 네트워크 / 자산관리
54123906,(주)동진테크윈,IT지원팀 경력직  모집,경남 창원시,경력 3~8년,S/W / 유지보수 / H/W
53860491,(주)세진중공업,(주)세진중공업 IT부문 신입/경력 사원 모집,울산 울주군,경력무관,유지보수 / 웹개발 / ERP
53897013,(주)대성미생물연구소,(주)대성미생물연구소 IT전산 담당,서울 서초구,경력5년↑,네트워크 / 인프라 / 클라우드
53980257,(주)필라테크,[서울 중구] 금융권 IT 보안 담당 채용,서울 중구,경력5년↑,인프라 / 방화벽 / 기술지원
53997913,(주)서울경제신문,[서울경제시그널] AI IT 개발 인턴사원 모집,서울 종로구,경력무관,AI(인공지능) / 신문사 / 언론사 / 일간지
54022358,(주)아난티,[㈜아난티]IT 서비스기획 담당자 모집,서울 강남구,경력4년↓,서비스기획 / 개발PM / ICT컨설팅
54045354,서울데이타통신(주),IT 기술지원/전산운영 모집[마곡/강동/서초],서울 마포구,경력무관,S/W / 기술지원 / 유지보수
54061167,에이치라인해운(주),[에이치라인해운] IT혁신파트 IT운영 담당자 채용 (대리-과장급),서울 종로구,경력 3~8년,ERP / SAP / 해상운송
54055516,제이티저축은행(주),[JT저축은행] IT개발부문 인재 채용,경기 성남시 분당구,경력 5~15년,Linux / Windows / Spring
54085755,서울데이타통신(주),[여의도/금융권] IT 전산운영 및 기술지원 엔지니어,서울 마포구,경력무관,S/W / 유지보수 / H/W
54085464,메리츠증권(주),IT부문 - 증권 업무시스템 개발,서울 영등포구,경력,Java / 증권사 / 증권사
54045160,서울데이타통신(주),IT 기술지원/전산운영 모집[평택/수원],서울 마포구,경력무관,유지보수 / 정비기사 / A/S기사
54073219,(주)제이엔테크놀러지,IT Infra Solution 기술지원 엔지니어,서울 구로구,신입·경력,솔루션 / 네트워크 / 인프라
54072792,(주)크린앤사이언스,(주)크린앤사이언스 홈페이지 관리 및 IT 기술지원 담당자,서울 강남구,신입·경력,홈페이지제작 / 웹사이트 / 홈페이지유지
54109626,(주)세중,IT 전산 보안 인력 채용(1명),서울 종로구,경력 3~5년,웹개발 / 여행사
53590574,(주)LX인터내셔널,[LX인터내셔널] 2026년 신입사원 상시 채용(IT시스템),서울전체,신입,보안관제 / 인프라 / SE(시스템엔지니어)
53710151,(주)제주반도체,IT&CAD팀 신입/경력 채용(제주본사 근무),제주 제주시,경력무관,인프라 / 기술지원 / 유지보수
54003734,(주)비트플래닛,[코스닥 상장사] 대구지사 IT 프로젝트 사업관리/품질관리,대구 동구,신입·경력,PM(프로젝트매니저) / 기술지원 / 개발PM
54022626,(주)케이티지,사내 IT 인프라 운영 담당자 채용,대전 유성구,경력,전산총무 / 장비관리 / 장비점검
54057121,아이비커리어(주),[교대역/정규직 가능] 한국전자인증 IT 인프라 엔지니어 채용,서울 서초구,경력무관,보안컨설팅 / 보안관제 / 네트워크
54085412,(주)태은물류,[태은물류] WMS 전산 개발/유지경력직 채용 (IT 개발 경력 우대,경기 성남시 중원구,경력4년↑,IT컨설팅 / 보안컨설팅 / 기술지원
54087154,(주)파수에이아이,[파수 AI] IT 인프라 운영/관리,서울 마포구,경력 3~15년,SE(시스템엔지니어) / 기술지원 / 유지보수
54091972,(주)아이티아이즈,[코스닥 상장사] ITEYES 대구지역사업본부 경력직 IT개발자,대구 중구,경력 5~15년,솔루션 / 인프라 / S/W
54107734,이노컴퍼니 주식회사,IT 기술직 신입 및 경력 채용,울산 남구,경력무관,유지보수 / ICT컨설팅 / A/S기사
54117555,(주)론스텍,론스텍 영업본부 IT영업지원 모집,경기 안양시 동안구,경력무관,영업지원 / B2B
53843237,(주)차바이오텍,IT사업본부 병원전산시스템 개발/운영 채용,경기 고양시 일산동구,경력3년↑,유지보수 / 웹개발 / MySQL
53935976,이노뎁(주),이노뎁(주) 사내 IT인프라/정보보안 경력 채용,서울 금천구,경력3년↑,인프라 / 방화벽 / SE(시스템엔지니어)
53981648,(주)사람인에이치에스,[삼성역/중견기업] IT 헬프데스크 담당자 채용(신입가능),서울 강남구,경력무관,보안관제 / 인프라 / 클라우드
54009942,(주)사람인에이치에스,[두산계열사/복지우수/성복역]   총무(자산/IT기기 관리) 채용,경기 용인시 수지구,경력무관,보안관제 / 사무직 / 사무보조
54017163,(주)사람인에이치에스,"[~6,000만/식사제공] IT시스템 운영 및 서버 관리 채용",인천 연수구,경력3년↑,AI(인공지능) / 데이터엔지니어 / IT컨설팅
54015773,(주)사람인에이치에스,[전환가능성有/신입가능/커리어개발] 다우기술 IT기술지원 채용,경기 성남시 분당구,경력무관,데이터분석가 / 데이터엔지니어 / IT컨설팅
54024324,(주)이테크시스템,[에티버스] IT교육센터 교육 운영 담당자 (신입/경력),서울 강남구,신입·경력,교육행정 / 교육기획 / 교육콘텐츠개발 / 교육콘텐츠기획
54091955,(주)사람인에이치에스,[업계상위/강남] IT기획 및 정보보안 담당 채용(PM/총괄급),서울 강남구,경력5년↑,데이터엔지니어 / PM(프로젝트매니저) / PL(프로젝트리더)
53784916,(주)차바이오텍,"[차바이오텍] IT사업본부 개발팀 웹개발자, AI서비스 개발자모집",경기 성남시 분당구,경력3년↑,유지보수 / 앱개발 / 웹개발
54112078,(주)휴로넷,[경력자채용]미래신용정보 IT 지원 및 총무 사원 채용,서울 강서구,경력무관,데이터분석가 / 데이터엔지니어 / 솔루션
53947703,(주)GC메디아이,IT인프라 운영/관리,서울 성동구,경력 5~10년,인프라 / 클라우드 / 방화벽
53990191,보보스링크(주),[외국계대기업] 본사 IT 헬프데스크 전산 및 장비 기술지원 채용,서울 강남구,경력무관,기술지원 / 유지보수 / H/W
53854783,(주)삼성테크노,삼성스토어IT공식대리점 판매/영업 및 사무,대전 서구,경력무관,일러스트 / 고객관리 / 고객관리
54023235,(주)카카오뱅크,IT구매 정산 업무 담당자 (Settlement Manager) (계약직),경기 성남시 분당구,경력 3~10년,기업회계 / 법인결산 / 관리회계
53803896,(주)매그넷,[매그넷] IT 기술영업직 신입/경력 채용,서울 영등포구,경력무관,네트워크 / S/W / SE(시스템엔지니어)
53922940,주식회사 엔젠바이오,[(주)엔젠바이오] IT인프라 운영 및 보안,서울 구로구,경력무관,클라우드 / 유지보수 / 소프트웨어
53964371,주식회사아이닛,IT 엔지니어[신입/경력] 모집,서울 강남구,신입·경력,유지보수 / 하드웨어 / 유지보수
53897562,(주)인터엑스,[신입채용] IT 인프라 및 보안 운영 담당자,서울 금천구,경력무관,인프라 / 방화벽 / VPN
54024536,(주)디벨로켓에듀,[부산] IT 교육운영 PM 팀장/리드급 채용,부산 남구,경력무관,고객관리 / 직업훈련 / 통계/분석
54024567,(주)디벨로켓에듀,[대전] IT 교육운영 PM 팀장/리드급 채용,대전 대덕구,경력무관,고객관리 / 직업훈련 / 통계/분석
54105194,(주)LF,"[LF] IT개발자 (구매/생산, 수출입 시스템)",서울 강남구,경력4년↑,SAP / 의류·의상
53649579,(주)비케이브,[비케이브] IT팀 ERP 시스템 구축·운영 담당자 경력채용,서울 마포구,경력 3~5년,IT컨설팅 / 네트워크 / 취약점진단
53934180,(주)한스파마,[한스파마] 헬스케어서비스IT 풀스택 개발자 채용 (경력),서울 송파구,경력 2~3년,백엔드/서버개발 / 기술지원 / 유지보수
54056499,(주)랩오투원,[해양 IT] 선박 장비 설치 관리 코디네이터 (신입 환영),부산 중구,경력무관,구매관리 / 자재관리 / 재고관리 / 창고관리
54073403,나이스신용정보(주),[NICE신용정보] IT 개발 및 운영 담당자 모집,서울 서대문구,경력 1~3년,Java / jQuery / OracleDB
54088378,해성손해사정(주),[해성손해사정㈜] IT 개발자 신입 및 경력직 채용(서울),서울 중구,신입·경력,앱개발 / 웹개발 / Javascript
54091843,(주)벡스,[가산IT회사] 경영지원(임원비서) 담당 채용,서울 금천구,경력무관,비서 / 서무 / 내방객응대
54091034,한세엠케이(주),한세엠케이(주) IT팀 경력직 채용,서울 강남구,경력5년↑,웹개발 / 패션 / 악세서리
54109272,(주)코어라인소프트,[코어라인소프트] 보안 및 IT 인프라 담당,서울 마포구,경력5년↑,네트워크 / 인프라 / 클라우드
53818283,(주)삼일아엔씨,(주)삼일아엔씨 IT 네트워크 및 PC 엔지니어 모집,서울 서초구,경력무관,보안관제 / 네트워크 / 취약점진단
54035139,(주)이월드,(주) 이월드 IT팀 전산 캐스트 모집,대구 달서구,경력무관,전산/기술직 / 놀이공원
54110149,(주)리안,해양ICT 기업(주)리안과 함께할 IT 서비스 및 운영지원 인재영입,서울 금천구,신입·경력,앱개발 / 웹개발 / Javascript
53874812,(주)코윈디에스티,(인사총무팀) IT/보안 네트워크 담당자 채용,경기 평택시,경력3년↑,네트워크 / 방화벽 / 유지보수
53901263,(주)스카이블루에셋,스카이블루에셋 본사 정규직 신입사원 채용 [IT 기획팀],부산 동구,경력무관,웹개발 / 프론트엔드 / DBA
53921325,(주)도구로보틱스,IT 운영 및 정보보안 담당자,서울 금천구,신입·경력,기술지원 / 유지보수 / SI·시스템통합
54034927,(주)엘핀,IT스타트업 사업개발/마케팅 전문가 채용,서울 강서구,신입·경력,마케팅기획 / 온라인마케팅 / 오프라인마케팅
54054554,(주)역전에프앤씨,IT팀 팀원(사원급) 채용,서울 금천구,경력 1~5년,인프라 / 기술지원 / 유지보수
54037420,(주)영광YKMC,(주)영광YKMC IT 직무 채용,충남 아산시,경력 3~10년,백엔드/서버개발 / 정보보안 / 보안컨설팅
54108433,바이엇(주),[IT 스타트업] CX 매니저 채용,서울 중구,경력무관,글로벌마케팅 / 인플루언서마케팅 / SNS마케팅
54100056,제주신화월드(주),[제주신화월드] IT 부문 정규직 모집,제주 서귀포시,경력무관,IT컨설팅 / 앱개발 / MySQL
54102783,(주)블루로터스,[서울] IT 전산 담당자 (경력),서울 강남구,경력 1~5년,ERP / OracleDB / SI·시스템통합
53761975,(주)바로에이아이,"IT, 몰라도 가르쳐 드립니다!  시스템  엔지니어 정규직 (신입)",경기 하남시,신입·경력,품질관리 / 품질분석 / S/W
53991228,(주)밸류에이치알,"[부산/-연4,600만/복지多] 유명 IT 교육기업 교육운영 채용",부산 금정구,경력1년↑,PM(프로젝트매니저) / 기획 / 서비스기획
53859981,(주)엠제이코리아,[강남구/정규직/급여협의] 중견기업 IT팀 개발 담당자 채용,서울 강남구,경력6년↑,빅데이터 / 백엔드/서버개발 / 클라우드
53930421,(주)코닉글로리,[신입가능] IT 보안 솔루션 기술영업,서울 강남구,신입·경력,보안컨설팅 / 인프라 / 방화벽
54017450,템프인(주),"[종로/~4,300만/정규직] 중견기업 IT Helpdesk 다수채용",서울 종로구,경력1년↑,보안컨설팅 / 보안관제 / 네트워크
54030012,템프인(주),[영등포/~5000만]대기업계열사 IT 인프라운영,서울 영등포구,경력1년↑,인프라 / 방화벽 / S/W
54089495,템프인(주),[인천/~3600만/신입o]외국계기업 IT헬프데스크,인천 서구,경력2년↑,인프라 / 방화벽 / S/W
54122709,(주)에프앤비네트웍스,[판교] IT기업 비서 채용 / 신입가능,경기 성남시 분당구,경력무관,비서 / 송무비서 / 수행비서 / 안내데스크 / 임원비서
53850482,(주)설빙,IT팀 사원 모집,서울 중구,신입,유지보수 / 프랜차이즈
53888056,(주)이지서티,[이지서티] 영남지사(부산) IT 솔루션 엔지니어 채용(신입/경력),부산 해운대구,신입·경력,SE(시스템엔지니어) / 프론트엔드 / DW
53899750,엘에스정보기술(주),[신입] IT보안 솔루션 엔지니어 모집,부산 동구,경력무관,보안컨설팅 / 기술지원 / 유지보수
53952813,코데이터솔루션(주),IT 서비스 기획 및 프로젝트 관리 담당자 채용(신입/경력),서울 영등포구,경력무관,데이터분석가 / 데이터엔지니어 / 데이터분석
54009982,(주)한빛코리아,(주)한빛코리아 IT전산기획/운용 경력사원 모집,경기 화성시,경력,취약점진단 / 방화벽 / S/W
54044134,엘아이지정밀기술(주),LIG정밀기술 IT/보안 담당 모집,대전 유성구,경력3년↑,네트워크 / 취약점진단 / SE(시스템엔지니어)
54110129,스트라토,IT 솔루션 영업지원 계약직 모집 (1년 / 정규직 전환 가능),서울 서초구,신입·경력,영업전략 / 영업기획 / 서류관리
53900878,(주)파인앤애플시스템즈,[2026 하반기] IT 보안 엔지니어 모집 (신입/경력),서울 강남구,신입·경력,네트워크 / 취약점진단 / 클라우드
53944968,(주)미래이앤아이,(주)미래이앤아이와 발주정산 시스템을 구축할 IT개발자를 찾고 있어요,서울 금천구,경력무관,유통업
53999409,(주)샘터정보기술,"[IT] 사무지원(엑셀,파워포인트 능숙) 모집",대구 수성구,경력무관,영업관리 / 거래처관리 / 문서작성
53923353,하나에프앤아이(주),[하나금융그룹] 하나에프앤아이(주) IT/보안 경력직 수시 채용,서울 중구,경력4년↑,취약점진단 / 인프라 / 기술지원
53988169,(주)대림,[(주)대림] IT 경력사원 신규 채용,서울 강서구,경력3년↑,웹개발 / Java / ERP
54043998,(주)나라정보시스템,"[정규직, 신입/경력] IT 엔지니어 모집",경남 창원시 성산구,경력무관,하드웨어 / 유지보수 / 스토리지
54117771,삼일회계법인,[삼일회계법인] Risk Assurance팀 IT감사 및 컨설팅 인턴 채용,서울 용산구,경력무관,내부감사 / 회계법인
54117811,(주)크레소티,약국IT서비스 상담원 모집[부산지사],부산 동구,경력무관,상담원 / 아웃바운드 / CS
54117448,삼일회계법인,[삼일회계법인] Risk Assurance 본부 SPA팀 IT감사 IT개발/운영,서울 용산구,경력3년↑,내부감사 / 회계법인
54015757,(주)에스피메드,사내 IT 시스템·인프라 운영 담당자,부산 북구,경력3년↑,유지보수 / 웹개발 / Javascript
54059163,(주)에잇스니핏,IT서비스 UI/UX 디자이너 채용 대전·세종,대전 유성구,신입·경력,브랜드디자인 / BX디자인 / UI/UX디자인
54076544,칼주식회사(영업소),"[CAL/ 일본 근무] WEB/ IT 개발자 채용, 미경험 신입 대환영",일본,경력무관,Python / 백엔드/서버개발 / 솔루션
