공고번호,회사명,공고제목,지역,경력,기술스택/분야
54148798,(주)유니베이아이엔씨,[금융/인도네시아] 네트워크엔지니어 경력직 채용,아시아·중동 인도네시아,경력6년↑,네트워크엔지니어 / 소프트웨어개발
54160331,바움피앤에스(주),[바움피앤에스(주)] PG 영업 경력직 채용,인천 연수구,경력3년↑,솔루션기술영업 / 영업관리 / 영업직
54155260,(주)유비소시어스,대형증권사 디지털 자산 플랫폼 운영,서울 영등포구,경력8년↑,증권사
54162620,(주)한국세무사회전산법인,[한국세무사회전산법인] 교육·홍보·영업 담당자 채용,서울 서초구,경력 5~7년,홍보 / ERP / 소프트웨어개발
54158480,(주)고고팩토리,(주)고고팩토리 제휴사업팀 영업담당 및 영업지원 경력직 채용,서울 강남구,경력2년↑,영업전략 / 고객관리 / 거래처관리
54161463,(주)시큐어포인트,[신입/경력] 보안솔루션 영업 담당자,경기 성남시 분당구,신입·경력,방화벽 / IDS·IPS / 보안컨설팅
54172642,(주)비마이프렌즈,Commerce CS Manager (계약직 1년),서울 강남구,경력 3~10년,CS관리 / 소프트웨어개발
54168606,시너지파트너즈(주),중견 홍보대행사 - PR AE 선발 (4개 부문),서울 성동구,경력 3~8년,마케팅전략 / 오프라인마케팅 / 콘텐츠기획
54181334,(주)비비파트너스,정보보안관련 보안솔루션 개발 C C++ RTOS 리눅스 기술지원,서울 강남구,경력 7~15년,정보보안 / 보안컨설팅 / 보안관제
54192206,(주)코아시아씨엠,코아시아씨엠 상품기획 경력사원 채용,서울 송파구,경력3년↑,사업기획 / 전략기획 / 솔루션기술영업
54193392,(주)휴니크,㈜휴니크 복합기/프린터 AS 엔지니어 모집 (엡손 공식 총판),서울 영등포구,경력무관,정비기사 / A/S기사 / 가전제품설치 / 기타제조업
54136506,(주)알씨케이,(주)알씨케이에서 함께 일할 PLM 개발 경력 직원 모집합니다.,서울 송파구,경력 1~3년,SI개발 / ETL / 클라이언트
54137276,(주)미래시그널,네트워크 스위치·PoE·무선브릿지 조달 영업,경기 성남시 분당구,경력 3~20년,솔루션기술영업 / 기술영업 / 영업관리
54157463,(주)스프링온워드,[스프링온워드] 원두데일리 B2B 영업 매니저를 찾습니다.,경기 성남시 분당구,경력무관,영업직 / 고객관리 / 거래처관리
54160053,(주)아파트너스,[아파트너스] B2B 영업파트 리드 (국내 공동 주택)모집,서울 금천구,경력 7~12년,기술영업 / 영업관리 / 고객관리
54146374,마젤원(주),AI 영업사원 (경력 3~5년),서울 강남구,경력 3~5년,소프트웨어개발
54156524,(주)스프링온워드,[스프링온워드] 원두데일리 B2B 운영 / CS 매니저를 찾습니다.,경기 성남시 분당구,경력무관,영업직 / 고객관리 / 거래처관리
54148676,(주)에임즈인터내셔널코리아,영업담당자 (프렌차이즈) 대리 ~ 차장급,서울 강남구,경력 5~15년,식품/음료영업 / 가맹점관리 / 가맹점영업
54157143,(주)제이엔엠코리아,[(주)제이엔엠코리아] 기계인증 전문가 채용,경기 군포시,경력3년↑,보안관제 / 방화벽 / 모의해킹
54157479,(주)스프링온워드,[스프링온워드] 원두데일리 AS엔지니어를 찾습니다.,경기 성남시 중원구,경력무관,라이더(배달원) / 정비기사 / A/S기사 / 가전제품설치 / 기계수리
54171226,(주)어피니티,(주)어피니티 컴퓨터 및 주변기기 설치 및 A/S 서비스,경기 안양시 동안구,경력무관,A/S기사 / 임대
54172936,퓨처메인(주),(주)퓨처메인 설비 솔루션 기술영업 인재 채용,경기 수원시 영통구,경력3년↑,기술영업 / 영업전략 / 기계판매
54179797,주식회사 소크라에이아이,[Socra AI] 리얼아카데미 CS 상담사,서울 강남구,경력 2~10년,인터넷교육
54172976,퓨처메인(주),(주)퓨처메인 솔루션 PM 채용,경기 수원시 영통구,경력 2~10년,공정관리 / 사업개발 / 기계설비
54176177,(주)우리시스템즈,서버 나스 온라인 오프라인 영업,서울 구로구,경력무관,SI영업 / 시스템영업 / H/W
54180528,유한책임회사 하이모수원지점,(유)하이모 지점관리자&영업관리자 공채모집,경기 수원시 권선구,경력무관,영업기획 / 영업지원 / 헤어샵
54192121,(주)네오테크아이앤씨,온라인 AMD·호텔 인바운드 고객지원 MD를 찾아요,경기 안양시 동안구,경력무관,호텔영업 / 기획MD / AMD / 물류관리 / 재고관리
54188033,(주)에임즈인터내셔널코리아,글로벌 컨설팅펌 PI 및 SAP ERP 컨설턴트 채용 안내,서울 용산구,경력 5~15년,ICT컨설팅 / ERP / SAP
54192001,(주)히든몬스터,크리에에티브 마케터 모집 (경력 2년 이상),서울 금천구,경력2년↑,게임기획·마케팅 / 게임운영 / 게임
54194564,(주)피아이코퍼레이션,뉴미디어 숏폼 광고 AE 경력직 채용,서울 강남구,경력,엔터테인먼트
54200345,(주)빌드윈,토목 부대시설 및 경관시설물 공무/공사 신입/경력자/차량지원/,경기 용인시 기흥구,신입·경력,토목기술자 / 토목설계 / 수자원설계 / 관급공사 / 교량/가설
54201514,(주)스팩스페이스,[(주)스팩스페이스] 교육 마케팅 담당자 채용,서울 강서구,경력 3~5년,디지털마케팅 / 퍼포먼스마케팅 / 소프트웨어개발
54202984,(주)유연에이치알,타발공정 전문가 (세경하이테크),경기 수원시 권선구,경력10년↑,타발 / 프라스틱제조 / 사출·압출 / 유기합성
54142215,블랙팔콘시큐리티(주),블랙팔콘시큐리티(주)에서 악성코드 분석 전문가를 찾고 있어요,경기 의왕시,경력무관,악성코드 / 보안 / 보안컨설팅 / 정보보안 / 해킹
54135964,전자랜드 일산점,[전자랜드] 모바일 판매사원(경력/인턴) 모집 / 평택본점,경기 평택시,경력무관,가전판매 / 컴퓨터판매 / 통신기기판매 / IT·통신기기판매 / 가전·오디오판매
54143595,주식회사 트루인포,주식회사 트루인포 Dynamics 365 개발&컨설팅,서울 금천구,경력 1~7년,CRM / 솔루션업체 / 소프트웨어개발
54144942,일루넥스,(주)일루넥스 기획자 신입 및 경력 채용,경기 고양시 덕양구,신입·경력,웹프로덕션
54136057,전자랜드 일산점,[전자랜드] 모바일 판매사원(경력/인턴) 모집 / 작전점,인천 계양구,경력무관,가전판매 / 컴퓨터판매 / 통신기기판매 / IT·통신기기판매 / 가전·오디오판매
54143978,(주)매그넘브릿지,(주)매그넘브릿지 SW 개발자 경력 사원 모집,서울 강남구,경력6년↑,웹개발 / Java / Javascript
54137795,(주)디맥스코,(주)디맥스코 마케팅 담당자(SMM 마케팅/러시아CIS) 채용,서울 금천구,경력1년↑,행사기획 / 홍보 / 유통업
54155128,범진전자(주),[범진전자] 상품기획팀 경력 채용 (면접비 지급),경기 수원시 권선구,경력5년↑,마케팅 / 마케팅기획 / 상품기획
54147544,(주)티와이엘,[티와이엘] 공공기관 인프라 TA 경력자 모집(계룡),충남 계룡시,경력7년↑,SI·시스템통합 / 소프트웨어개발 / SM
54155122,범진전자(주),"[범진전자] 소프트개발팀(HDMI, DSP) 경력 채용 (면접비 지급)",경기 수원시 권선구,경력4년↑,MCU / 아키텍쳐 / AI(인공지능)
54158456,(주)투비파트너즈,"[인재채용]AI컨설턴트(자동차부품, 과장-차장급) 부문 경력 채용",서울 강남구,경력 10~18년,IT컨설팅 / poc / 헤드헌팅
54154533,HR컨설팅(주),유명중견교육그룹 마케팅 기획 6년에서12년,서울 강남구,경력 6~12년,디지털마케팅 / 세일즈마케팅 / 어학원
54150763,HR컨설팅(주),대기업 칠레법인 제품 Product Manager 대리과장급,남미 칠레,경력 4~13년,마케팅 / 글로벌마케팅 / 영업전략
54148245,(주)인프랩,[인프런] 글로벌 사업 매니저,경기 성남시 분당구,경력무관,영업기획 / 영업지원 / 소프트웨어개발
54158418,(주)스파클인터렉티브,2026년 상반기 디지털 광고 기획 부문 채용,서울 강남구,경력무관,AE(광고기획자) / 콘텐츠에디터 / 디지털마케팅
54160862,(주)케어닥,(주)케어닥 법무팀 사내변호사 경력 채용 공고,서울 강남구,경력 3~7년,변호사 / 법무 / 모바일APP
54169492,(주)투비파트너즈,[TOP제약유통] 헬스케어 서비스기획 PO (리더급 6-12년),서울 서초구,경력 6~12년,전략기획 / 서비스기획 / 상품기획
54169469,(주)투비파트너즈,"[중견 헬스케어 플랫폼] 백엔드 (컴공 전공자 only, 4-8년)",서울 서초구,경력 4~8년,백엔드/서버개발 / 데이터엔지니어 / AWS
54172055,(주)인스에듀테인먼트,공공사업 영업 및 관리 경력직 공고,경기 수원시 영통구,경력 5~10년,공공영업 / 컨텐츠제공
54176675,(주)투비파트너즈,(코스닥상장사) 글로벌 모바일 액세서리 기업 온라인MD,서울 강남구,경력 3~7년,온라인MD / 서치펌
54172411,(주)투비파트너즈,HR시스템 컨설턴트,서울 서초구,경력 4~15년,서치펌
54174378,매드스퀘어(주),뷰티 온라인 MD (아마존/쇼피),경기 성남시 분당구,경력무관,이벤트프로모션 / 온라인MD / 유통MD
54176405,넥젠테크(주),넥젠테크(주) 시스템 엔지니어 모집,세종특별자치시,경력10년↑,SI·시스템통합
54191715,HR컨설팅(주),삼성그룹)AI  Agent 개발 PM 채용안내,서울 송파구,경력 10~20년,개발PM / 솔루션업체 / 소프트웨어개발
54191877,(주)에스티엘,[STL] 스타트투데이 영업(아시아 사업) 팀원 채용,서울 강서구,경력 3~10년,기업영업 / 영업전략 / 고객관리
54181731,HR컨설팅(주),대기업 이집트법인 AV SCM 대리과장급,아프리카 이집트,경력 4~13년,수출입 / 통관 / 세관
54188584,(주)투비파트너즈,[대기업] AI보안 담당자 경력직 채용(대리-과장),서울 서초구,경력 4~10년,보안컨설팅 / 보안관제 / 취약점진단
54192023,(주)에스티엘,[STL] 스타트투데이 영업(미주 사업) 팀원 채용,서울 강서구,경력 3~10년,기업영업 / 영업전략 / 고객관리
54190475,더화이트커뮤니케이션(주),[TWC] AI SaaS 클라우드게이트 고객지원/운영 담당자 (계약직),서울 성동구,경력무관,기술지원 / 영업관리 / 챗봇
54191638,(주)투비파트너즈,[제약 솔루션 기업]  Project Manager (5년 이상 /서울 강남구),서울 서초구,경력5년↑,개발PM / 서치펌
54150707,(주)바잉스퀘어,[바잉스퀘어] 콘텐츠/홍보 담당,서울 강남구,경력 5~7년,콘텐츠에디터 / 판매
54202522,(주)리드워크,[리드워크/정규직] IDC 상주 SE 엔지니어 채용,경기 안양시 만안구,경력3년↑,IDC / 시스템관리
54137814,(주)제이투이,[JAVA/Websquare SI 가산디지털단지역] 차세대 보증영역 업무(2),서울 금천구,경력3년↑,SI·시스템통합
54135460,(주)이녹스소프트,[급구] 프로젝트 PMO(산출물 및 PM지원) 전문가 채용 (프리랜서),서울 구로구,경력 3~7년,개발PM / SI·시스템통합
54157446,(주)제이투이,[Pro-C SI 인덕원역] OO은행 SWIFT 개발 업무  (1),경기 안양시 동안구,경력6년↑,Pro-C / SI·시스템통합
54167156,주) 석세스코리아컨설팅,[인터넷서비스 기업] 사업전략 (10-18년),서울 중구,경력 10~18년,화학 / 유기합성
54143092,(주)에스피아이디,사이버 보안 컨설턴트 경력직 채용,서울 금천구,경력,컨설턴트 / 보안컨설팅 / ICT컨설팅
54146445,프롬코퍼레이션(주),[알펜시아cc&알펜시아700GC ] 조리사&홀서비스 채용합니다,강원 평창군,경력무관,조리사 / 요리사 / 매장매니저
54167594,(주)코어피플,하이브리드 사업본부 이사(팀장),서울 중구,경력10년↑,SI·시스템통합
54160300,(주)제이투이,[MS Power Apps SI 강남역] MS Power Apps 개발자 모집(5),서울 강남구,경력6년↑,소프트웨어개발
54158859,엔터웨이파트너스,일본 클라이언트 운영 담당-유명 플랫폼 기업,서울 강남구,경력 1~5년,CS / CS관리 / 소프트웨어개발
54167042,주) 석세스코리아컨설팅,[그룹사] 스마트워크팀 팀장 (플랫폼/AI/UX),경기 과천시,경력15년↑,기술기획 / CIO / SI·시스템통합 / SM
54178983,로이컨설팅(주),[메이저그룹계열 컨설팅펌] 데이터거버넌스 전문가,서울 강남구,경력4년↑,DBMS / RDBMS / 데이터분석
54179098,로이컨설팅(주),[글로벌 리딩 컨설팅펌] 물류컨설턴트,서울 강남구,경력4년↑,SCM / 서치펌
54179399,로이컨설팅(주),[글로벌 리딩 컨설팅펌CX/Digital Service 컨설턴트,서울 강남구,경력4년↑,서치펌
54177015,(주)쥬스컬쳐,브랜드 및 인플루언서 마케터 경력직 채용,서울 송파구,경력2년↑,기획MD / 브랜드MD / 온라인MD / 브랜드관리 / 브랜드확장
54178969,로이컨설팅(주),[메이저그룹계열 컨설팅펌] AX 컨설턴트,서울 강남구,경력4년↑,AIX / AI(인공지능) / 서치펌
54179076,로이컨설팅(주),[글로벌 리딩 컨설팅펌] AI 컨설턴트,서울 강남구,경력4년↑,서치펌
54175289,㈜벤처피플,AI솔루션인프라영업(부장급),서울 강남구,경력 5~15년,솔루션업체
54179045,로이컨설팅(주),[SAP분야 리딩 글로벌 컨설팅펌] SAP 컨설턴트 [전모듈],서울 강남구,경력4년↑,SAP / 서치펌
54179065,로이컨설팅(주),[글로벌 리딩 컨설팅펌] 오퍼레이션 컨설턴트,서울 강남구,경력4년↑,서치펌
54179058,로이컨설팅(주),[글로벌 리딩 컨설팅펌] 클라우드 컨설턴트,서울 강남구,경력4년↑,서치펌
54179493,로이컨설팅(주),[글로벌 리딩 컨설팅펌]  데이터 아키텍쳐,서울 강남구,경력4년↑,서치펌
54178957,로이컨설팅(주),[메이저그룹계열 컨설팅펌] SAP PI 컨설턴트 [시니어급],서울 강남구,경력4년↑,AIX / AI(인공지능) / 서치펌
54187359,헌터스그룹(주),"[경기도안양][무선 통신장비 제조업] Wi-Fi, IoT 제품 해외 영업",경기 광명시,경력3년↑,소프트웨어개발
54180798,(주)제이투이,[Python SI 분당] Airflow 기반에 Python 개발자 모집(5),경기 성남시 분당구,경력6년↑,소프트웨어개발
54045824,딥퓨전에이아이(주),자율주행 시스템 SW 경력직 개발자 채용,서울 강남구,경력3년↑,Linux / 자율주행 / 이미지프로세싱
54135870,(주)그룹바이에이치알,[SBA 프로그램 참여] 취업 컨설턴트 모집,서울 영등포구,경력,HR컨설팅 / 소프트웨어개발
54142269,로버트월터스코리아(주),[제조/엔지니어] Field Application Engineer,경기 화성시 동탄구,경력5년↑,기계
54147257,(주)이지컨설턴트,[경력] 친환경 건축물 계획/인증 및 교육환경평가,경기 용인시 기흥구,경력,환경설계 / 도시설계 / 조경설계 / 친환경건축 / 환경영향평가
54135676,(주)코리아휴먼리소시스,베트남 근무 (의류제조사 ) - 베트남 공장 재무회계,아시아·중동 베트남,경력10년↑,인사 / 섬유 / 패션 / 남성의류
54143442,로버트월터스코리아(주),[의료기기/PM] Product Manager,서울 중구,경력8년↑,임상PM / 의료기기
54142248,로버트월터스코리아(주),[제조/엔지니어] Field Service Engineer,경기 화성시 동탄구,경력10년↑,기계
54147292,(주)이지컨설턴트,[신입] 친환경 건축물 계획/인증 및 교육환경평가,경기 용인시 기흥구,신입,환경설계 / 도시설계 / 조경설계 / 친환경건축 / 환경영향평가
54157484,미라셀(주),의료기기 하드웨어 개발자 채용 (1명),경기 성남시 중원구,경력7년↑,C언어 / 전자제어 / 임베디드
54148639,(주)씨앤에이아이,AI연구소 - Speech (전문연구요원 병역특례) 채용,서울 강서구,경력1년↑,AI(인공지능) / 소프트웨어개발
54168836,(주)코리아휴먼리소시스,반도체 상품기획 14년 이하,서울 강남구,경력6년↑,전략기획 / 기술기획 / 상품기획
54192319,(주)제이앤피메디,[JNPMEDI] Product Manager 모집,인천 연수구,경력4년↑,소프트웨어개발
54192103,(주)제이앤피메디,[JNPMEDI] Digital Transformation Manager (인천/송도),인천 연수구,경력3년↑,시장조사 / 신사업기획 / 신사업발굴 / 자료조사
54194920,(주)딥브레인에이아이,[딥브레인AI] 금융고객사 LLM 구축 프로젝트 PM,서울 중구,경력 7~15년,개발PM / 소프트웨어개발
54201790,(주)아크,[(주) 아크] 헬스케어라운지 '상벨' 간호조무사 채용(강남근무),서울 강남구,경력1년↑,간호사 / 고객관리 / 고객관리
54201806,(주)아크,[주식회사 아크] 경영전략팀 기획홍보 담당자 채용,인천 연수구,경력1년↑,경영관리 / 건강보조식품 / 의료·보건 / 바이오
54202569,(주)폰트리,[힐링쉴드] 해외 무역팀 신입직원 채용,경기 김포시,경력무관,국제무역사 / 영어 / 소비재
53801993,(주)현대벤디스,식권대장 B2B 세일즈 매니저 모집,서울 강남구,경력 1~5년,영업관리 / SI영업 / 기업영업
54135148,(주)웰진,디지털 마케팅 경력직 채용(서울/대구경산),경북 경산시,경력4년↑,디지털마케팅 / 바이오 / 생명공학
54137841,프로페셔날핸즈인핸즈코리아(주),[국내우량 반도체 대기업] 사업전략 담당/과장~부장급,경기 용인시 기흥구,경력5년↑,경영분석 / 경영관리 / 반도체
54118769,(주)브레인센터,[과천 소재] 헤드헌터 영입 - 파격적인 인센티브,경기 과천시,신입·경력,헤드헌터 / HR컨설팅 / 면접/인터뷰 / 인재발굴 / 용역업체
54136419,프로페셔날핸즈인핸즈코리아(주),급성장 워라벨우수 광고대행사 경영지원 총무 총괄,서울 송파구,경력3년↑,총무 / 광고대행사
54150511,(주)신미글로벌,[리즈다/디옴/오가나셀] 패키지디자이너 경력자 채용,서울 강남구,경력3년↑,영업전략 / 영업MD / 화장품영업
54157128,(주)마이나비코리아,"[일본 도쿄,사이타마,가나가와 근무] 인프라 엔지니어 J138",일본,경력1년↑,Linux / AWS / Windows
54157260,(주)피너클써치,"[화장품 글로벌마케팅 3-9년, 유명 헬스케어기업]",서울 강남구,경력3년↑,마케팅 / 글로벌마케팅 / 온라인마케팅
54157125,(주)마이나비코리아,"[일본 도쿄,사이타마,가나가와 근무] 소프트웨어 엔지니어 J140",일본,경력1년↑,C언어 / 임베디드리눅스 / 임베디드
54146285,(주)보배에프앤비,[보배에프앤비] 프랜차이즈 보배반점 AX 담당자 채용,서울 송파구,경력3년↑,사업기획 / 전략기획 / AIX
54155923,(주)리앤파트너,[국내최대 가상자산거래소기업]서비스 사업기획 담당자 (정규직),서울 서초구,경력 2~10년,서치펌 / 헤드헌팅
54150336,(주)신미글로벌,[리즈다/오가나셀/허니집] 온라인MD 경력직 채용,서울 강남구,경력2년↑,영업전략 / 영업MD / 화장품영업
54154958,리뉴피플 주식회사,헤드헌터 채용,서울 강남구,경력무관,헤드헌터 / HR컨설팅 / 인재발굴 / 서치펌 / 헤드헌팅
54162938,(주)글로벌스카우트,코스닥 상장사 전자부품사 경영기획 담당자,서울 금천구,경력 4~10년,전략기획 / 경영기획 / 경영분석
54173502,(주)브레인센터,[여의도역] 네트웍 인프라 및 보안솔루션 영업,서울 영등포구,경력3년↑,기업영업 / 거래처관리 / 네트워크영업
54171023,(주)에이치알캡,"[HRCap] H타이어 계열사&상장사, 시스템 운영관리 (영업모듈)",경기 부천시 오정구,경력 7~15년,SAP / 기타제조업
54176734,(주)사줘,고객상담 및 서비스 개선(채팅형 CS) 담당자,경기 의왕시,경력무관,고객관리 / CS / CX매니저
54177630,(주)클로비스,2026년 클로비스 Salesforce 프로젝트 PM/컨설턴트 경력직 모집,서울 강남구,경력5년↑,PL(프로젝트리더) / 컨설턴트 / 개발PM
54191029,(주)피너클써치,[마케팅 팀장급 PM -유명 건강기능식품사],서울 강남구,경력10년↑,마케팅 / 브랜드마케팅 / 온라인마케팅
54179204,(주)컨슈머타임스,"컨슈머타임스 산업(전자 1명, 제약 바이오 1명) 전문기자 모집",서울 성동구,경력 1~10년,기자 / 작가 / 프리뷰어
54187970,(주)스카우트파트너스,PO.검색기획(8-10년.온라인모바일.쇼핑몰.이커머스.UIUX.서비스),서울 강남구,경력 8~12년,기술지원 / 웹개발 / 앱개발
54199185,프로페셔날핸즈인핸즈코리아(주),분석 및 데이터 사업관련 영업전문가[차장~이사],서울 강남구,경력 10~20년,솔루션기술영업 / 시스템영업 / 데이타솔루션영업
54199190,프로페셔날핸즈인핸즈코리아(주),BI 컨설팅/세일즈 전문가[차장~이사],서울 강남구,경력 10~20년,시스템영업 / BI솔루션 / SI·시스템통합
54200136,프로페셔날핸즈인핸즈코리아(주),중견 그룹사 인사hrm 채용전문경력 (과차장급),서울 강남구,경력10년↑,채용담당자 / HRM / 인사기획 / 채용공고관리 / 채용대행
54201705,(주)브레인센터,(인천국제공항 물류단지) 현장서비스팀 헬프데스크 모집,인천 중구,경력무관,S/W / 기술지원 / 2교대
54201725,(주)브레인센터,[의왕-인덕원역] 영업지원 사원 모집,경기 의왕시,신입,총무 / 영업지원 / 헤드헌팅
54201714,(주)브레인센터,(강서-오정로) 데이터센터 헬프데스크 모집,서울 강서구,경력무관,유지보수 / 기술지원 / 2교대
53642540,지올세미콘덕터즈코리아(주),인사총무 신입/경력 채용,경기 화성시,신입·경력,총무 / 인사 / 반도체
53764208,(주)이오스튜디오,[Global] Creative Producer (Video Production) Intern,서울 강남구,경력무관,미디어
53891391,(주)이오스튜디오,[Global] Creative Producer (Video Production) (신입),서울 강남구,신입,미디어
54083932,앳지코퍼레이션주식회사(aTJYCorp.),[하드웨어 납품]  하드웨어 현장 납품 및 배송 담당 채용,경기 안양시 동안구,경력무관,납품운전원 / 하드웨어
54131979,(주)마이링크,(대전) 제조 Smart Factory 마케팅 기획 신입/경력 채용,대전 유성구,경력무관,솔루션업체
54144852,(주)케이앤인터내셔널,"화장품 해외구매 담당자 채용(중국어 능통, 화장품 업계 경력必)",인천 연수구,경력3년↑,구매관리 / 구매기획 / 외자구매 / 구매 / 판매
54130436,(주)뉴웨이브커머스,[LEWKIN] 북미 퍼포먼스 마케팅 매니저 (Fashion & Beauty),서울 강남구,경력1년↑,마케팅 / 브랜드마케팅 / 글로벌마케팅
54139315,(주)백그라운드,반도체 장비 전문기업 - 생산관리(과장~차장급),경북 구미시,경력 9~15년,생산관리 / 공정관리 / 장비/공구
54139369,(주)백그라운드,3PL 토탈 전문 물류 기업 - 영업팀원,경기 성남시 중원구,경력 3~10년,영업전략 / 영업기획 / 고객관리
54139427,(주)백그라운드,대기업 합작 단열재 제조 전문기업 - 생산 오퍼레이터,충남 예산군,신입·경력,품질관리 / 단순생산직 / 설비OP
54136358,케이비핀테크(주),Data Analyst(대출 중개 서비스 PA),서울 서초구,경력 5~10년,자산관리
54144477,(주)시그마커넥트,[해외영업 채용] AI기반 메디컬 전문 기업,서울 강남구,경력3년↑,해외영업 / 의료·보건
54144493,(주)시그마커넥트,[AI 메디컬 기업] 글로벌 마케터 채용,서울 강남구,경력3년↑,마케팅 / 홍보 / 브랜딩
54145140,주식회사 지피에이치코리아,병의원 영업(경력):대전 충청,대전 동구,경력5년↑,의료기기영업 / 제약영업 / 의약·제약 / 바이오
54139337,(주)백그라운드,헤어기기 및 소형가전 기업 - 이커머스 MD,서울 금천구,경력 9~15년,쇼핑몰관리 / 온라인MD / 매출관리 / 상품관리 / 상품분석
54139412,(주)백그라운드,샌드위치 프랜차이즈 기업 - 구매 담당,서울 서초구,경력 3~15년,통관 / 구매관리 / 구매기획
54139418,(주)백그라운드,샌드위치 프랜차이즈 기업 - 브랜드 마케팅,서울 서초구,경력 3~12년,마케팅 / 브랜드마케팅 / 오프라인마케팅
54155574,(주)이앤케이,쇼핑몰 택배 포장 / 정규직 : 주부 사원 우대,경기 김포시,경력무관,물류관리 / 입고/입하 / 출고/출하 / 유통업 / 무역업
54156287,(주)워프솔루션,S/W개발자(전자/RF) 경력직/신입 모집 (외국인 가능),서울 강서구,경력무관,전자파 / 전자
54139381,(주)백그라운드,대기업 계열 화장품 전문기업 - ODM 해외영업(팀장급),서울 관악구,경력7년↑,영업전략 / 영업기획 / 해외영업관리
54139628,(주)위링,경력 콘텐츠 그래픽 디자이너 채용,강원 원주시,경력,PhotoShop / 웹디자인 / 인디자인
54159415,(주)피비엠,(주)피비엠 일본/미국/동남아 글로벌 퍼포먼스마케터 경력직채용,인천 연수구,경력2년↑,마케팅 / 브랜드마케팅 / 글로벌마케팅
54154723,(주)에이스파트너스서치펌,일본 법인장 초빙,일본,경력10년↑,법인장 / SI·시스템통합 / 솔루션업체 / 소프트웨어개발
54145990,(주)스퀘어노트,모바일쿠폰 서비스 운영 및 관리(신입),서울 성동구,경력무관,비즈니스마케팅 / B2B마케팅 / 매체관리 / 채널관리 / 전자상거래
54156290,(주)워프솔루션,PA(Power Amp) 개발자(전자/RF) 경력직 모집 (외국인 가능),서울 강서구,경력,전자파 / PA / 전자
54138559,주식회사스템어스,[씽커블] 콘텐츠 마케터,경기 안양시 동안구,경력2년↑,콘텐츠기획 / 콘텐츠마케팅 / 컨텐츠제공
54139329,(주)백그라운드,반도체 등 산업용 화학 소재 글로벌 기업 - 재무팀원,충남 천안시 동남구,경력 2~6년,재무회계 / 관리회계 / 기업회계
54139375,(주)백그라운드,반도체 장비 전문기업 - 구매담당,경북 구미시,경력 3~15년,거래처영업 / 구매관리 / 구매기획 / SCM
54139434,(주)백그라운드,교통안전용품 제조기업 - 자금회계(경력),경기 파주시,경력 3~15년,관리회계 / 기업회계 / 법인세신고
54150266,(주)에이치알비즈코리아,"내부감사 및 경영진단/과장급 (ACL, 퀴리)활용/세계적 게임사",경기 성남시 분당구,경력 6~11년,감사 / 내부감사 / 경영지원 / 경영분석
54155602,(주)이앤케이,현장 물류 WMS/이지어드민 사무 담당자 모집,경기 김포시,경력무관,물류사무원 / 유통업 / 무역업 / 수입유통
54151905,(주)백그라운드,반도체 장비 전문기업 - 제조기술 직무 담당,경북 구미시,경력 3~10년,공정관리 / 공정엔지니어 / 설계엔지니어
54156277,(주)워프솔루션,H/W 엔지니어(전자/RF) 경력직/신입 모집 (외국인 가능),서울 강서구,경력,전자파 / 전자
54166879,(주)백그라운드,#[음료용 원료 전문 F&B 기업] 재무팀원,경기 양주시,경력 5~15년,재무회계 / 관리회계 / 세무회계
54167872,(주)라온서치,AI플랫폼 팀장 모집 ( 환경가전 대기업 ),서울 서초구,경력 12~15년,화장품
54154747,(주)에이스파트너스서치펌,영업마케팅 부장급 (일본법인),일본,경력10년↑,영업마케팅 / SI·시스템통합 / 솔루션업체 / 소프트웨어개발
54149045,(주)디피플래닝,디피플래닝 AI 서비스 개발자 (팀장급) 모집,서울 구로구,경력무관,AI(인공지능) / API / 퍼블리셔
54143342,(주)백그라운드,#[초고속 성장 마케팅 플랫폼 기업] 광고 운영 담당,서울 강남구,경력 1~3년,영업 / 광고마케팅 / AE(광고기획자)
54144210,(주)비전오토모빌 동탄지점,"[자동차영업] Jeep동탄전시장 자동차 영업사원모집(경력,신입)",경기 화성시,경력무관,영업기획 / 자동차딜러 / 영업마케팅
54150916,(주)에이치알비즈코리아,내부감사 및 경영진단/윤리경영/과장급/세계적 게임사,경기 성남시 분당구,경력 6~11년,감사 / 내부감사 / 경영지원 / 경영분석
54151036,(주)에이치알비즈코리아,[노무BP] 노무/인사 COE 담당/세계적 게임사,경기 성남시 분당구,경력 7~14년,노무사 / ER(노무관리) / 인사 / 공인노무사 / 노무기획
54151032,(주)에이치알비즈코리아,[인사] 노무/인사 COE 담당/세계적 게임사,경기 성남시 분당구,경력 7~14년,노무사 / ER(노무관리) / 인사 / 공인노무사 / 노무기획
54145123,(주)케이앤인터내셔널,화장품 해외영업 경력 채용,인천 연수구,경력2년↑,해외시장개척 / 화장품영업 / 판매
54151908,(주)백그라운드,카페용 음료 원료 전문 기업 - 재무팀원,경기 양주시,경력 5~15년,관리회계 / 회계결산 / 경리
54166643,(주)백그라운드,샌드위치 프랜차이즈 기업 - 상권 및 가맹 개발 전문가,서울 서초구,경력 3~10년,가맹점관리 / 가맹점영업 / 점포개발 / 시장조사 / 시장조사
54155589,(주)이앤케이,디자인팀 신입/경력 사원모집 (상세페이지/패키지/BX/촬영보조),경기 김포시,경력무관,유통업 / 무역업 / 수입유통
